Title, Year
"Crime in the Streets", 1956
"Stakeout on Dope Street", 1958
"Blackboard Jungle", 1955
"Look in Any Window", 1961
"The Young Stranger", 1957
"Rebel Without a Cause", 1955
"Clash of the Titans", 1981
"Jason and the Argonauts", 1963
"My Son, the Hero", 1962
"Atlantis, the Lost Continent", 1960
"As the Earth Turns", 1934
"Rhapsody", 1954
"The Great Waltz", 1938
"My Love Came Back", 1940
"Carnegie Hall", 1947
"Humoresque", 1946
"Superman: The Movie", 1978
"Somewhere in Time", 1980
"Deathtrap", 1982
"The Last of Sheila", 1973
"Ten Little Indians", 1966
"The Sea Chase", 1955
"The Burning Hills", 1956
"The Girl He Left Behind", 1956
"Lafayette Escadrille", 1958
"The Golden Arrow", 1962
"The Loved One", 1965
"The Life and Times of Judge Roy Bean", 1972
"Blue Velvet", 1986
"Wild at Heart", 1990
"Twin Peaks: Fire Walk With Me", 1992
"Eraserhead", 1977
"The Wagons Roll at Night", 1941
"The Bear and the Hare", 1948
"So You Want to Throw a Party", 1950
"Believe It or Not #2", 1931
"Danger Patrol", 1937
"Flaming Fury", 1938
"With Poopdeck Pappy", 1933
"Calling Philo Vance", 1939
"Maid for a Day", 1936
"Your Cheatin' Heart", 1964
"The Good, the Bad and the Ugly", 1968
"The Life and Death of Colonel Blimp", 1943
"People Will Talk", 1951
"The Scarlet Empress", 1934
"The Gangster", 1947
"Kansas City Bomber", 1972
"Flareup", 1969
"No Time for Sergeants", 1958
"Onionhead", 1958
"The Gangster", 1947
"Roman Holiday", 1953
"Boys' Night Out", 1962
"My Favorite Wife", 1940
"A Woman's Face", 1941
"Fail Safe", 1964
"The Bedford Incident", 1965
"The Kid Brother", 1927
"Only One Night", 1939
"Here Is Your Life", 1966
"Lovers Courageous", 1932
"Private Lives", 1931
"Untamed", 1929
"Love in the Rough", 1930
"The Divorcee", 1930
"When Ladies Meet", 1933
"Another Language", 1933
"Strangers May Kiss", 1931
"MGM Parade Show #28", 1955
"Tiger Shark", 1932
"Underwater!", 1955
"Killer Shark", 1950
"The Sea Around Us", 1952
"The Last Voyage", 1960
"Around the World Under the Sea", 1965
"The Most Dangerous Game", 1932
"Ladies' Day", 1943
"The Adventures of a Rookie", 1943
"Let's Make Music", 1941
"Fugitives for a Night", 1938
"Mr. Doodle Kicks Off", 1938
"Pop Always Pays", 1940
"Tarnished Angel", 1938
"Parachute Battalion", 1942
"They Met in Argentina", 1941
"The Postman Always Rings Twice", 1981
"Mrs. Soffel", 1984
"Christmas in Connecticut", 1945
"These Wilder Years", 1956
"My Reputation", 1946
"Lady of Burlesque", 1943
"East Side, West Side", 1949
"Ladies They Talk About", 1933
"Night Nurse", 1931
"Clash by Night", 1952
"Helen of Troy", 1956
"Hercules, Samson & Ulysses", 1963
"Hercules", 1983
"The Colossus of Rhodes", 1961
"Strange Interlude", 1932
"The Strange Love of Molly Louvain", 1932
"Strange Alibi", 1941
"Dr. Kildare's Strange Case", 1940
"Strange Lady in Town", 1955
"Strange Cargo", 1940
"The Strange Love of Martha Ivers", 1946
Dr. Strangelove or: How I Learned to Stop Worrying and Love
"All That Money Can Buy", 1941
"The Hunchback of Notre Dame", 1939
"A Dispatch From Reuters", 1940
"The Story of Louis Pasteur", 1936
"From Headquarters", 1933
"Another Dawn", 1937
"My Dream Is Yours", 1949
"It's a Great Feeling", 1949
"Tea for Two", 1950
"Lullaby of Broadway", 1951
"On Moonlight Bay", 1951
"By the Light of the Silvery Moon", 1953
"Calamity Jane", 1953
"Lucky Me", 1954
"Cleopatra", 1963
"Julius Caesar", 1953
Without Lying Down - Frances Marion and the Powerful Women in
"Street Scene", 1931
"Bear Raid Warden", 1944
"So You're Going on a Vacation", 1946
"Believe It or Not #3", 1931
"Kid Nightingale", 1939
"The Silver Bullet", 1938
"Popeye Presents Eugene the Jeep", 1933
"The Case of the Howling Dog", 1934
"Men of the Sky", 1942
"On the Town", 1949
"Hang 'Em High", 1968
"The Password Is Courage", 1962
"Twenty Plus Two", 1961
"Killer's Kiss", 1955
"The Harder They Fall", 1956
"Intruder in the Dust", 1949
"Hips, Hips, Hooray!", 1934
"Kentucky Kernels", 1934
"Mummy's Boys", 1936
"Sinbad the Sailor", 1947
"Night Descends on Treasure Island", 1940
"Treasure Island", 1973
"Intruder in the Dust", 1949
"His Girl Friday", 1940
"The Girl from Jones Beach", 1949
"Flower Drum Song", 1961
"Sweet Bird of Youth", 1962
"Mr. Smith Goes to Washington", 1939
"Washington Story", 1952
"Seven Chances", 1925
"Something New", 1920
"Zero de Conduite", 1933
"The 400 Blows", 1959
"Hotel Monterey", 1972
"The Searchers", 1956
"Splendor in the Grass", 1961
"Sex and the Single Girl", 1964
"Gypsy", 1962
"Brainstorm", 1983
"Inside Daisy Clover", 1965
"To Hell and Back", 1955
"Walk the Proud Land", 1956
"The Quiet American", 1958
"The Red Badge of Courage", 1951
"Gunfight at Comanche Creek", 1964
"Primrose Path", 1940
"High Sierra", 1941
"A Girl, a Guy and a Gob", 1941
"The Very Thought of You", 1944
"Madame Curie", 1943
"Mrs. Miniver", 1942
"Moonstruck", 1987
"Mystic Pizza", 1988
"Who's That Girl?", 1987
"Fame", 1980
"The Cameraman", 1928
"A Star Is Born", 1937
"The Movie Man", 2024
"Hearts of the West", 1975
"Z Channel: A Magnificent Obsession", 2004
"Film: The Living Record of Our Memory", 2021
"Iphigenia", 1977
"Damon and Pythias", 1962
"Hold On!", 1966
"A Taste of Honey", 1961
"The Loneliness of the Long Distance Runner", 1962
"A Hard Day's Night", 1964
"All Neat in Black Stockings", 1969
"Saturday Night and Sunday Morning", 1960
"Look Back in Anger", 1959
"Tom Jones", 1963
"Bright Eyes", 1934
"Three Smart Girls", 1937
"Clash of the Wolves", 1925
"The Treasure of the Sierra Madre", 1948
"Wives Under Suspicion", 1938
"Shadow of a Woman", 1946
"Born to Kill", 1947
"Julie", 1956
"The Arnelo Affair", 1947
"Bewitched", 1945
"The Witness Chair", 1936
"Millie", 1931
"Mike's Murder", 1984
"Crossroads", 1942
"Gaslight", 1944
"Somebody Up There Likes Me", 1956
"Comrade X", 1940
"The Vintage", 1957
"Side Street", 1950
"One Third of a Nation", 1939
"The Bear That Couldn't Sleep", 1939
"So You Want to Play the Horses", 1946
"Believe It or Not #4", 1932
"She Loved a Fireman", 1937
"Escape", 1938
"Problem Pappy", 1941
"The Case of the Curious Bride", 1935
"The Perfect Set-Up", 1936
"South Pacific", 1958
"The Incredible Mr. Limpet", 1964
"Chase a Crooked Shadow", 1958
"They Drive by Night", 1940
"Rififi", 1955
"7 Faces of Dr. Lao", 1964
"The Boy with Green Hair", 1948
"Pocket Money", 1972
"The Lusty Men", 1952
"Rififi", 1955
"Easy Living", 1937
"Annie", 1982
"Ransom!", 1956
"The Lady Vanishes", 1938
"Cape Fear", 1962
"Gentleman's Agreement", 1948
"The Hunchback of Notre Dame", 1923
"The Grim Reaper", 1962
"Teorema", 1968
"Captain Kidd", 1945
"The Sea Hawk", 1940
"The Adventures of Robin Hood", 1938
"Young Bess", 1953
"The Private Life of Henry VIII", 1933
"The Private Lives of Elizabeth and Essex", 1939
"Henry V", 1944
"Compensation", 1999
"Bad Day at Black Rock", 1955
"Ship of Fools", 1965
"The Liquidator", 1966
"Annie Get Your Gun", 1950
"Coquette", 1929
"This Is the Army", 1943
"Follow the Fleet", 1936
"Top Hat", 1935
"Easter Parade", 1948
"Carefree", 1938
"The Metro-Goldwyn-Mayer Story", 1950
"The Color Purple", 1985
"Places in the Heart", 1984
"Out of Africa", 1985
"Heart Beat", 1980
"Trog", 1970
"The Invisible Boy", 1957
"Indestructible Man", 1956
"The Hypnotic Eye", 1960
"Two on a Guillotine", 1965
"Dead Ringer", 1964
"The Bad Seed", 1956
"Spider Baby", 1964
"Down to Earth", 1947
"Black Orpheus", 1959
"Pygmalion", 1938
"Time Bandits", 1981
"Janie", 1944
"Cynthia", 1947
"Love Finds Andy Hardy", 1938
"The Bachelor and the Bobby-Soxer", 1947
"The Affairs of Dobie Gillis", 1953
"A Summer Place", 1959
"Splendor in the Grass", 1961
"Apocalypse Now", 1979
"The Rain People", 1969
"MGM Parade Show #28", 1955
